ID,Mnemonico,Descricao,Especialidade,Restricao_Preparo,Contra_Indicacoes,Informacoes_Gerais,Informacoes_Especificas,48h_Antes_Exames,24h_Antes_Exames,No_Dia_Exame,Restricao_Idade,Medicamentos,Jejum,Exames_Anteriores,Vestimentas,Obrigatório Acompanhante maior portando documento oficial com foto
903,ELASFIG,US ELASTOGRAFIA DE FIGADO,ULTRASSOM,-,-,-,-,-,-,-,-,-,1102,804,-,-
11560,682,US PROSTATA TRANSRETAL COM BIOPSIA  ATE 8 FRAGMENTOS,ULTRASSOM,4,102,-,314,-,-,607,-,707,-,803,-,TRUE
11562,USPROSBI,US PROSTATA TRANSRETAL COM BIOPSIA  MAIS DE 8 FRAGMENTOS,ULTRASSOM,4,102,-,314,-,-,607,-,707,-,803,-,TRUE
11028,FEBAM,FEBRE AMARELA,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9994,M11812,VACINA  BIVALENTE HPV,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9982,M11791,VACINA  CATAPORA,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9985,920,VACINA  DTP DIFTERIA TETANO E COQUELUCHE,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9973,M12459,VACINA  GRIPE TRIVALENTE  INFANTIL ,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9409,M12460,VACINA  GRIPE TRIVALENTE DOSE UNICA  ADULTO ,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
10473,921,VACINA  GRIPE TRIVALENTE INFLUENZA A H1N1 INFLUENZA A H3N2 INFLUENZA B,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9980,922,VACINA  HEPATITE A,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9999,923,VACINA  HEPATITE A + HEPATITE B,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9981,M12678,VACINA  HEPATITE A INFANTIL,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9969,M11786,VACINA  HEPATITE B,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
10001,M12569,VACINA  HERPES ZOSTER  ZOSTAVAX,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9967,M11788,VACINA  HEXAVALENTE  DIFTERIA TETANO COQUELUCHEHAEMOPHILOS INFLUENZA B PARALISIA INFANTIL E H,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9987,M12383,VACINA  HPV TETRAVALENTE POR DOSE,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
10114,MENINB,VACINA  MENINGOCOCICA B RECOMBINANTE,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9976,M11789,VACINA  MENINGOCOCICA C CONJUGADA MENINGITE CAUSADA POR MENINGOCOCO,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9940,M11957,VACINA  MENINGOCOCICA QUADRIVALENTE ACY E W135,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9968,924,VACINA  PENTAVALENTE  DIFTERIA TETANO COQUELUCHE HAEMOPHILOS INFLUENZA B E PARALISIA INFANTIL,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9960,M11792,VACINA  PNEUMOCOCICA CONJUGADA 13 VALENTE MENINGITEPNEUMONIA SEPTICEMIA CAUSADAS POR STAPHYLOCO,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9974,M11787,VACINA  ROTAVIRUS CINCO SOROTIPOS,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9997,M11809,VACINA  SCR  SARAMPO CAXUMBA E RUBEOLA  ADULTO,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9995,M11794,VACINA  TETRAVALENTE HPV PAPILOMAVIRUS HUMANO,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
10002,925,VACINA  TETRAVIRAL SARAMPO CAXUMBA RUBEOLA E CATAPORA,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9966,926,VACINA  TETRAXIM  DTPA  POLIOMIELITE 1 2 E 3 INATIVA,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
10879,VACDENGUE,VACINA DENGUE 1 2 3 4,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
10393,PSANA,VACINA GRIPE,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
10502,VACITETRA,"VACINA INFLUENZA QUADRIVALENTE FRAGMENTADA, INATIVADA",VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
11035,VQUADRI,VACINA INFLUENZA QUADRIVALENTE INFANTIL,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
9996,VACVARI,VACINA VARICELA,VACINA,101,-,203,-,-,-,-,-,-,-,-,-,-
